STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL
28438,Male,"Hispanic, race specified",-.7083,Second quintile,"No degree, enrolled at a 4-year",No
28439,Male,"White, non-Hispanic",-.4161,Second quintile,Attained certificate,Yes
28440,Male,"White, non-Hispanic",.9351,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28441,Male,"White, non-Hispanic",1.805,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28442,Male,"White, non-Hispanic",.6344,Fifth quintile (highest),Unit non-response,Unit non-response
28443,Male,"White, non-Hispanic",-.4975,Second quintile,Item legitimate skip/NA,Unit non-response
28444,Male,"Asian, non-Hispanic",.2688,Fourth quintile,Unit non-response,Unit non-response
28445,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28446,Male,"White, non-Hispanic",-.2053,Third quintile,"No degree, enrolled at a 4-year",No
28447,Female,"More than one race, non-Hispanic",-.0996,Third quintile,"No degree, enrolled at a 4-year",Yes
28448,Female,"Hispanic, race specified",.1172,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28449,Female,"White, non-Hispanic",-.1211,Third quintile,"No degree, enrolled at a 4-year",Yes
28450,Female,"White, non-Hispanic",-.2601,Third quintile,"No degree, enrolled at a 4-year",Yes
28451,Male,"White, non-Hispanic",.2592,Fourth quintile,"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
28452,Male,"Asian, non-Hispanic",.8110000000000001,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
28453,Female,"Hispanic, race specified",.208,Fourth quintile,"No degree, not enrolled",Item legitimate skip/NA
28454,Male,"More than one race, non-Hispanic",-.5089,Second quintile,"No degree, enrolled at less-than-4-year",Yes
28455,Female,"White, non-Hispanic",.2304,Fourth quintile,"No degree, not enrolled",No
28456,Male,"White, non-Hispanic",-.6655,Second quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28457,Female,"White, non-Hispanic",-.3453,Second quintile,Unit non-response,Unit non-response
28458,Female,"Asian, non-Hispanic",.3428,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28459,Female,"White, non-Hispanic",1.0771,Fifth quintile (highest),Unit non-response,No
28460,Female,"Asian, non-Hispanic",.9419999999999999,Fifth quintile (highest),Unit non-response,Unit non-response
28461,Male,"White, non-Hispanic",.7143,Fifth quintile (highest),Attained associate's degree,Yes
28462,Male,"White, non-Hispanic",1.2248,Fifth quintile (highest),Attained associate's degree,No
28463,Male,"Asian, non-Hispanic",.5762,Fifth quintile (highest),"No degree, not enrolled",Yes
28464,Female,"Hispanic, race specified",.2768,Fourth quintile,Unit non-response,No
28465,Female,"Hispanic, race specified",-1.3077,First quintile (lowest),"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28466,Male,"White, non-Hispanic",-.4046,Second quintile,Unit non-response,Unit non-response
28467,Female,"Black/African-American, non-Hispanic",-.4762,Second quintile,"No degree, not enrolled",Yes
28468,Female,"Asian, non-Hispanic",1.1166,Fifth quintile (highest),Unit non-response,Yes
28469,Female,"White, non-Hispanic",1.0318,Fifth quintile (highest),Unit non-response,Don't know
28470,Male,"More than one race, non-Hispanic",-.1027,Third quintile,"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
28471,Female,"White, non-Hispanic",.7222,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
28472,Male,"White, non-Hispanic",.2302,Fourth quintile,"No degree, enrolled at a 4-year",Don't know
28473,Female,"White, non-Hispanic",-1.0217,First quintile (lowest),Item legitimate skip/NA,Unit non-response
28474,Female,"Black/African-American, non-Hispanic",-.8786,First quintile (lowest),"No degree, enrolled at a 4-year",Unit non-response
28475,Male,"Hispanic, race specified",-.4367,Second quintile,Attained associate's degree,Unit non-response
28476,Female,"White, non-Hispanic",-.0906,Third quintile,Unit non-response,Yes
28477,Female,"White, non-Hispanic",-1.1336,First quintile (lowest),Unit non-response,Unit non-response
28478,Male,"Amer. Indian/Alaska Native, non-Hispanic",-.0877,Third quintile,Item legitimate skip/NA,Don't know
28479,Male,"Hispanic, race specified",-1.7526,First quintile (lowest),Unit non-response,No
28480,Female,"Hispanic, race specified",.6504,Fifth quintile (highest),Unit non-response,Item legitimate skip/NA
28481,Male,"White, non-Hispanic",-.4046,Second quintile,Unit non-response,Missing
28482,Male,"Asian, non-Hispanic",.9754,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28483,Female,"White, non-Hispanic",.45,Fourth quintile,Unit non-response,Unit non-response
28484,Male,"White, non-Hispanic",-.3714,Second quintile,Unit non-response,Unit non-response
28485,Male,"White, non-Hispanic",-.0402,Third quintile,Unit non-response,Unit non-response
28486,Female,"Black/African-American, non-Hispanic",-1.3379,First quintile (lowest),Unit non-response,Unit non-response
28487,Male,"Black/African-American, non-Hispanic",1.7484,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
28488,Male,"Hispanic, race specified",-.1223,Third quintile,Unit non-response,Unit non-response
28489,Female,"White, non-Hispanic",1.4435,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28490,Female,"White, non-Hispanic",.1245,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28491,Female,"Hispanic, race specified",-1.7157,First quintile (lowest),Unit non-response,No
28492,Male,"Hispanic, race specified",-.2048,Third quintile,"No degree, enrolled at a 4-year",No
28493,Male,"White, non-Hispanic",-.7728,First quintile (lowest),"No degree, enrolled at a 4-year",Unit non-response
28494,Male,"White, non-Hispanic",.0537,Fourth quintile,Item legitimate skip/NA,Unit non-response
28495,Female,"White, non-Hispanic",.1829,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28496,Male,"White, non-Hispanic",.7262999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28497,Female,"White, non-Hispanic",-.6665,Second quintile,"No degree, enrolled at less-than-4-year",Yes
28498,Male,"White, non-Hispanic",.3142,Fourth quintile,Unit non-response,Item legitimate skip/NA
28499,Female,"Hispanic, race specified",.3674,Fourth quintile,Unit non-response,Unit non-response
28500,Female,"Black/African-American, non-Hispanic",-1.0607,First quintile (lowest),"No degree, not enrolled",Yes
28502,Female,"White, non-Hispanic",.7961,Fifth quintile (highest),Unit non-response,Item legitimate skip/NA
28503,Female,"White, non-Hispanic",1.1394,Fifth quintile (highest),"No degree, not enrolled",Missing
28504,Female,"Hispanic, race specified",-.1774,Third quintile,Unit non-response,Unit non-response
28505,Female,"Hispanic, race specified",-.6865,Second quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28506,Male,"Black/African-American, non-Hispanic",.0269,Third quintile,"No degree, enrolled at a 4-year",Item legitimate skip/NA
28507,Male,"White, non-Hispanic",.251,Fourth quintile,Attained associate's degree,Don't know
28509,Male,"Hispanic, race specified",-.056,Third quintile,Unit non-response,No
28510,Male,"White, non-Hispanic",.1696,Fourth quintile,Item legitimate skip/NA,Unit non-response
28511,Male,"Black/African-American, non-Hispanic",.508,Fourth quintile,Unit non-response,Item legitimate skip/NA
28512,Female,"White, non-Hispanic",-.3344,Third quintile,"No degree, not enrolled",Item legitimate skip/NA
28513,Male,"White, non-Hispanic",-.5858,Second quintile,"No degree, enrolled at a 4-year",Yes
28514,Male,"White, non-Hispanic",1.5122,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28515,Female,"White, non-Hispanic",.1454,Fourth quintile,"No degree, enrolled at a 4-year",Don't know
28516,Female,"White, non-Hispanic",-.7383999999999999,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
28517,Male,"White, non-Hispanic",-.028,Third quintile,"No degree, enrolled at a 4-year",Yes
28518,Male,"Black/African-American, non-Hispanic",-.1908,Third quintile,Item legitimate skip/NA,No
28519,Female,"White, non-Hispanic",Unit non-response,Unit non-response,"No degree, not enrolled",Unit non-response
28520,Male,"More than one race, non-Hispanic",-.5682,Second quintile,"No degree, not enrolled",Yes
28521,Female,"White, non-Hispanic",-.0873,Third quintile,Unit non-response,No
28522,Female,"Hispanic, race specified",-1.1338,First quintile (lowest),Attained bachelor's degree,Yes
28523,Male,"Hispanic, race specified",-1.7157,First quintile (lowest),"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28524,Male,"White, non-Hispanic",-.6116,Second quintile,Unit non-response,Yes
28525,Female,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
28526,Male,"White, non-Hispanic",-.4881,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
28527,Male,"White, non-Hispanic",.9408,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28528,Female,"Hispanic, race specified",-.4661,Second quintile,"No degree, enrolled at less-than-4-year",Unit non-response
28529,Female,"Black/African-American, non-Hispanic",.3867,Fourth quintile,Unit non-response,Item not administered: abbreviated interview
28530,Male,"Black/African-American, non-Hispanic",.5901999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
28531,Female,"White, non-Hispanic",.9893,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28532,Female,"Hispanic, race specified",-.9781,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
28533,Male,"Hispanic, race specified",-.7927999999999999,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
28534,Male,"White, non-Hispanic",.8753,Fifth quintile (highest),Unit non-response,Unit non-response
28535,Male,"White, non-Hispanic",1.4332,Fifth quintile (highest),Unit non-response,No
28536,Male,"White, non-Hispanic",1.0762,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28537,Female,"White, non-Hispanic",1.0412,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28538,Male,"White, non-Hispanic",.4328,Fourth quintile,"No degree, enrolled at a 4-year",No
28539,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",No
28540,Male,"White, non-Hispanic",-.7426,First quintile (lowest),Unit non-response,Item legitimate skip/NA
28541,Male,"White, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Unit non-response
28542,Male,"More than one race, non-Hispanic",-.0506,Third quintile,"No degree, enrolled at less-than-4-year",Unit non-response
28543,Male,"White, non-Hispanic",.2345,Fourth quintile,Item legitimate skip/NA,No
28544,Female,"White, non-Hispanic",-.2347,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
28545,Male,"White, non-Hispanic",.5498,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28546,Male,"Black/African-American, non-Hispanic",-.4348,Second quintile,Unit non-response,Item legitimate skip/NA
28547,Female,"Asian, non-Hispanic",1.0943,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28548,Male,"Asian, non-Hispanic",-.1827,Third quintile,"No degree, enrolled at a 4-year",No
28549,Male,"White, non-Hispanic",-.4326,Second quintile,"No degree, enrolled at less-than-4-year",Yes
28550,Male,"White, non-Hispanic",-.8176,First quintile (lowest),Unit non-response,Don't know
28551,Female,"White, non-Hispanic",-.382,Second quintile,"No degree, not enrolled",Don't know
28552,Male,"More than one race, non-Hispanic",-.5137,Second quintile,"No degree, not enrolled",Yes
28553,Male,"White, non-Hispanic",1.2607,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
28554,Female,"Hispanic, race specified",-.9226,First quintile (lowest),Item legitimate skip/NA,Item not administered: abbreviated interview
28555,Female,"White, non-Hispanic",-.783,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
28557,Male,"Hispanic, race specified",-1.2988,First quintile (lowest),Attained associate's degree,No
28558,Male,"White, non-Hispanic",.2452,Fourth quintile,"No degree, enrolled at a 4-year",No
28559,Male,"White, non-Hispanic",-1.0862,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
28560,Female,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
28562,Female,"White, non-Hispanic",.0421,Third quintile,"No degree, enrolled at a 4-year",Yes
28563,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
28564,Female,"More than one race, non-Hispanic",.6846,Fifth quintile (highest),"No degree, not enrolled",Yes
28565,Female,"White, non-Hispanic",-.0878,Third quintile,"No degree, enrolled at a 4-year",No
28566,Female,"White, non-Hispanic",-.9512,First quintile (lowest),Attained certificate,Yes
28567,Female,"White, non-Hispanic",.5646,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28568,Female,"White, non-Hispanic",-.1713,Third quintile,Item legitimate skip/NA,Unit non-response
28569,Male,"More than one race, non-Hispanic",-.3071,Third quintile,"No degree, not enrolled",Yes
28570,Male,"Black/African-American, non-Hispanic",.5034,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28571,Male,"More than one race, non-Hispanic",-.0787,Third quintile,"No degree, not enrolled",Yes
28572,Female,"White, non-Hispanic",.5498,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28573,Male,"White, non-Hispanic",-.7524999999999999,First quintile (lowest),Unit non-response,Unit non-response
28574,Male,"White, non-Hispanic",-.5089,Second quintile,Unit non-response,Unit non-response
28575,Female,"White, non-Hispanic",.5798,Fifth quintile (highest),Unit non-response,Yes
28576,Female,"Hispanic, race specified",-.0083,Third quintile,"No degree, enrolled at a 4-year",Don't know
28577,Female,"White, non-Hispanic",-.3573,Second quintile,Item legitimate skip/NA,Don't know
28578,Female,"White, non-Hispanic",.7131999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28579,Female,"White, non-Hispanic",-.8455,First quintile (lowest),"No degree, not enrolled",No
28580,Male,"White, non-Hispanic",1.1217,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28581,Female,"White, non-Hispanic",.0491,Third quintile,"No degree, enrolled at a 4-year",Yes
28582,Female,"White, non-Hispanic",1.135,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28583,Female,"White, non-Hispanic",2.5012,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28584,Male,"Black/African-American, non-Hispanic",-.1377,Third quintile,"No degree, not enrolled",Item legitimate skip/NA
28585,Female,"Black/African-American, non-Hispanic",-.8837,First quintile (lowest),Item legitimate skip/NA,No
28586,Male,"White, non-Hispanic",-.3266,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
28587,Female,"White, non-Hispanic",.5422,Fourth quintile,"No degree, enrolled at a 4-year",No
28589,Male,"More than one race, non-Hispanic",.5234,Fourth quintile,"No degree, enrolled at a 4-year",No
28590,Female,"White, non-Hispanic",.0012,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
28591,Male,Missing,Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",Yes
28592,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Yes
28593,Male,"White, non-Hispanic",.0118,Third quintile,Unit non-response,Unit non-response
28594,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Don't know
28595,Male,"Black/African-American, non-Hispanic",1.4699,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
28596,Male,"Hispanic, race specified",-.8444,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
28597,Male,"White, non-Hispanic",.7019,Fifth quintile (highest),Item legitimate skip/NA,Unit non-response
28598,Male,"White, non-Hispanic",-.2953,Third quintile,"No degree, enrolled at less-than-4-year",Yes
28600,Female,"Asian, non-Hispanic",.0505,Fourth quintile,Item legitimate skip/NA,Don't know
28601,Male,"Black/African-American, non-Hispanic",-.3298,Third quintile,"No degree, enrolled at a 4-year",Yes
28602,Male,"White, non-Hispanic",.4635,Fourth quintile,"No degree, enrolled at a 4-year",No
28603,Female,"Asian, non-Hispanic",.7177,Fifth quintile (highest),Unit non-response,Missing
28604,Female,"More than one race, non-Hispanic",-.4082,Second quintile,"No degree, not enrolled",Yes
28605,Female,"White, non-Hispanic",1.0648,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28606,Female,"White, non-Hispanic",.7936,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",Unit non-response
28607,Male,"White, non-Hispanic",.602,Fifth quintile (highest),Unit non-response,Unit non-response
28608,Female,"White, non-Hispanic",.0846,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28609,Male,"White, non-Hispanic",-.5985,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
28610,Male,"White, non-Hispanic",-.6461,Second quintile,"No degree, enrolled at a 4-year",No
28611,Male,"Hispanic, race specified",-1.5119,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
28612,Male,"White, non-Hispanic",.8024,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
28613,Female,"White, non-Hispanic",.4466,Fourth quintile,Unit non-response,Item legitimate skip/NA
28614,Female,"More than one race, non-Hispanic",.3012,Fourth quintile,Item legitimate skip/NA,No
28615,Female,"Hispanic, race specified",.1468,Fourth quintile,Unit non-response,Yes
28616,Male,"Asian, non-Hispanic",-.1328,Third quintile,"No degree, enrolled at a 4-year",Yes
28617,Male,"White, non-Hispanic",.4535,Fourth quintile,Unit non-response,Unit non-response
28618,Female,"Asian, non-Hispanic",-.0861,Third quintile,Attained associate's degree,Yes
28619,Female,"White, non-Hispanic",-.3726,Second quintile,Attained certificate,Unit non-response
28620,Male,"White, non-Hispanic",-.2791,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
28621,Female,"White, non-Hispanic",-.3554,Second quintile,Attained associate's degree,Yes
28622,Female,"Hispanic, race specified",-.7572,First quintile (lowest),Unit non-response,Unit non-response
28623,Female,"More than one race, non-Hispanic",-.556,Second quintile,Unit non-response,Unit non-response
28624,Female,"Black/African-American, non-Hispanic",Unit non-response,Unit non-response,Unit non-response,Unit non-response
28625,Male,"White, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Item legitimate skip/NA
28626,Male,"White, non-Hispanic",.6195000000000001,Fifth quintile (highest),Item legitimate skip/NA,Unit non-response
28627,Female,"White, non-Hispanic",1.1315,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28628,Female,"Black/African-American, non-Hispanic",1.7113,Fifth quintile (highest),Attained certificate,Item legitimate skip/NA
28629,Male,"White, non-Hispanic",-1.5209,First quintile (lowest),Unit non-response,No
28630,Female,"White, non-Hispanic",-.394,Second quintile,"No degree, not enrolled",No
28631,Female,"White, non-Hispanic",.6589,Fifth quintile (highest),Unit non-response,Yes
28632,Female,"Asian, non-Hispanic",-.4338,Second quintile,"No degree, enrolled at a 4-year",Yes
28633,Male,"Hispanic, race specified",.8156,Fifth quintile (highest),Unit non-response,No
28634,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Unit non-response
28635,Female,"White, non-Hispanic",-1.2098,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
28636,Male,"Hispanic, race specified",1.5122,Fifth quintile (highest),Item legitimate skip/NA,No
28640,Female,"Hispanic, race specified",.4948,Fourth quintile,Attained certificate,Unit non-response
28641,Male,"White, non-Hispanic",-1.029,First quintile (lowest),Unit non-response,Item legitimate skip/NA
28642,Female,"Hispanic, race specified",-.4283,Second quintile,Unit non-response,Don't know
28643,Male,"Hispanic, race specified",-.9535,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
28644,Female,"White, non-Hispanic",1.151,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28645,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
28646,Male,"White, non-Hispanic",.2124,Fourth quintile,"No degree, enrolled at a 4-year",No
28647,Male,"Black/African-American, non-Hispanic",-.9072,First quintile (lowest),Unit non-response,Don't know
28648,Female,"Hispanic, race specified",-.762,First quintile (lowest),"No degree, not enrolled",Unit non-response
28649,Female,"White, non-Hispanic",.772,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28650,Female,"White, non-Hispanic",2.0868,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28651,Male,"Hispanic, race specified",-.7894,First quintile (lowest),Unit non-response,Unit non-response
28652,Male,"White, non-Hispanic",-1.0984,First quintile (lowest),Unit non-response,Item legitimate skip/NA
28653,Female,"White, non-Hispanic",.8601,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28654,Male,"White, non-Hispanic",.305,Fourth quintile,"No degree, enrolled at a 4-year",No
28655,Female,"Black/African-American, non-Hispanic",-.3372,Third quintile,"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28656,Female,"More than one race, non-Hispanic",-.6883,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
28658,Male,"Black/African-American, non-Hispanic",-.0818,Third quintile,"No degree, enrolled at less-than-4-year",No
28659,Male,"Asian, non-Hispanic",-.061,Third quintile,"No degree, enrolled at a 4-year",Yes
28660,Female,"Asian, non-Hispanic",-.5585,Second quintile,"No degree, not enrolled",Don't know
28661,Male,"White, non-Hispanic",.4419,Fourth quintile,Attained associate's degree,No
28662,Male,"White, non-Hispanic",-.3991,Second quintile,Item legitimate skip/NA,Don't know
28663,Female,"White, non-Hispanic",-.7059,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
28664,Male,"White, non-Hispanic",1.2502,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
28665,Male,"Black/African-American, non-Hispanic",.5465,Fifth quintile (highest),"No degree, not enrolled",Item legitimate skip/NA
28667,Male,"White, non-Hispanic",-.5528,Second quintile,Unit non-response,No
28668,Male,"White, non-Hispanic",-.2571,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
28669,Female,"Black/African-American, non-Hispanic",-.8455,First quintile (lowest),Missing,Item legitimate skip/NA
28670,Female,"Asian, non-Hispanic",.735,Fifth quintile (highest),Unit non-response,Unit non-response
28671,Male,"Hispanic, race specified",.1284,Fourth quintile,Unit non-response,Item legitimate skip/NA
28672,Female,"Hispanic, race specified",-1.43,First quintile (lowest),Item legitimate skip/NA,No
28673,Female,"Black/African-American, non-Hispanic",.3452,Fourth quintile,Item legitimate skip/NA,Unit non-response
28674,Male,"White, non-Hispanic",.782,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
28675,Male,"Hispanic, race specified",-.2779,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
28676,Male,"White, non-Hispanic",-.43,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
28677,Female,"White, non-Hispanic",-.3307,Third quintile,"No degree, enrolled at a 4-year",Yes
28678,Male,"Hispanic, no race specified",-.8663,First quintile (lowest),"No degree, enrolled at less-than-4-year",No
28679,Male,"White, non-Hispanic",.8975,Fifth quintile (highest),Item legitimate skip/NA,Item legitimate skip/NA
28680,Male,"Hispanic, no race specified",.1126,Fourth quintile,Unit non-response,Unit non-response
28681,Male,"White, non-Hispanic",1.332,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28682,Female,"Hispanic, race specified",.0701,Fourth quintile,"No degree, enrolled at less-than-4-year",Don't know
28683,Female,"Black/African-American, non-Hispanic",-1.213,First quintile (lowest),Unit non-response,Unit non-response
28684,Male,"White, non-Hispanic",.2685,Fourth quintile,Item legitimate skip/NA,Unit non-response
28685,Female,"White, non-Hispanic",.432,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
28686,Male,"More than one race, non-Hispanic",-.4024,Second quintile,Unit non-response,Yes
28687,Male,"White, non-Hispanic",.0137,Third quintile,Unit non-response,Don't know
28688,Female,"White, non-Hispanic",-.8671,First quintile (lowest),Attained certificate,Yes
28689,Female,"White, non-Hispanic",.6143999999999999,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28690,Male,"Asian, non-Hispanic",.6044,Fifth quintile (highest),Unit non-response,Unit non-response
28691,Female,"White, non-Hispanic",-1.1259,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
28692,Male,"White, non-Hispanic",-.3179,Third quintile,"No degree, not enrolled",Yes
28693,Male,"White, non-Hispanic",.879,Fifth quintile (highest),"No degree, enrolled at a 4-year",Item legitimate skip/NA
28694,Female,"White, non-Hispanic",1.7408,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28695,Female,"White, non-Hispanic",-.6139,Second quintile,Unit non-response,Item legitimate skip/NA
28696,Female,Missing,Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
28697,Male,"White, non-Hispanic",-1.0449,First quintile (lowest),Unit non-response,Unit non-response
28698,Female,"White, non-Hispanic",1.032,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28699,Male,"Asian, non-Hispanic",.7016,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",Item legitimate skip/NA
28700,Female,"White, non-Hispanic",.2673,Fourth quintile,"No degree, not enrolled",Yes
28701,Female,"White, non-Hispanic",.2954,Fourth quintile,"No degree, enrolled at a 4-year",No
28702,Male,"White, non-Hispanic",.4395,Fourth quintile,Unit non-response,Unit non-response
28703,Female,"More than one race, non-Hispanic",-.7625999999999999,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
28704,Male,"More than one race, non-Hispanic",.1005,Fourth quintile,"No degree, enrolled at a 4-year",Yes
28705,Male,"More than one race, non-Hispanic",.8942,Fifth quintile (highest),Unit non-response,Unit non-response
28706,Female,"Hispanic, race specified",-.4976,Second quintile,"No degree, not enrolled",Item legitimate skip/NA
28707,Female,"Black/African-American, non-Hispanic",-.6333,Second quintile,Unit non-response,Yes
28708,Female,"Black/African-American, non-Hispanic",-.2893,Third quintile,Unit non-response,Yes
28711,Male,"White, non-Hispanic",-.1774,Third quintile,Unit non-response,Item legitimate skip/NA
28712,Male,"Black/African-American, non-Hispanic",.0152,Third quintile,"No degree, not enrolled",Item legitimate skip/NA
28713,Female,"White, non-Hispanic",1.5335,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28714,Male,"Asian, non-Hispanic",1.7484,Fifth quintile (highest),Unit non-response,Unit non-response
28715,Female,"White, non-Hispanic",-.7778,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
28716,Male,"White, non-Hispanic",Unit non-response,Unit non-response,"No degree, not enrolled",Missing
28718,Male,"More than one race, non-Hispanic",-.7901,First quintile (lowest),Unit non-response,Item legitimate skip/NA
28719,Female,"More than one race, non-Hispanic",-.0297,Third quintile,Unit non-response,Unit non-response
28720,Male,"White, non-Hispanic",-.0058,Third quintile,"No degree, enrolled at a 4-year",Yes
28721,Male,"White, non-Hispanic",-.3857,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
28722,Female,"Hispanic, race specified",-.874,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
28723,Male,"More than one race, non-Hispanic",1.527,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28724,Female,"White, non-Hispanic",.1801,Fourth quintile,"No degree, enrolled at less-than-4-year",Unit non-response
28725,Male,"More than one race, non-Hispanic",-.266,Third quintile,"No degree, not enrolled",No
28727,Female,"White, non-Hispanic",-.6742,Second quintile,Unit non-response,Unit non-response
28728,Male,"White, non-Hispanic",.2033,Fourth quintile,"No degree, not enrolled",No
28729,Female,"White, non-Hispanic",-.3554,Second quintile,Unit non-response,Unit non-response
28730,Male,"White, non-Hispanic",.7475000000000001,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
28732,Female,"White, non-Hispanic",.3412,Fourth quintile,"No degree, enrolled at a 4-year",No
28733,Male,"Hispanic, race specified",-1.2033,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
28735,Female,"White, non-Hispanic",1.3395,Fifth quintile (highest),Item legitimate skip/NA,No
28736,Male,"White, non-Hispanic",.6261,Fifth quintile (highest),Unit non-response,Unit non-response
28737,Female,"Asian, non-Hispanic",-.6352,Second quintile,"No degree, enrolled at a 4-year",Yes
28739,Male,"White, non-Hispanic",-.2082,Third quintile,"No degree, enrolled at a 4-year",Yes
28740,Female,"White, non-Hispanic",.0312,Third quintile,Unit non-response,Unit non-response
